,APOL3,C1R,CD68,CFB,CYP26B1,CYP2J2,IFI30,IL15RA,IL1RN,LIFR,LY6E,MMP13,NT5C3A,PIK3AP1,SECTM1,SERPINE1,TLR3,TOR1B,CPED1,SEMA3D,TMEM92,CHODL,BTC,THSD1,SLC10A5,PTPRR,CEACAM1,APOL4,ACE2,MILR1,PDCD1LG2,C19orf38,SHISA5
0,0.19104400481946682,0.11943757839804503,0.0,0.0,0.0,0.009146049112810917,0.0,0.0,0.31929455845911736,0.0,0.29469713196244807,0.0,0.22575680550921584,0.0,0.013229573180523646,1.7925934548006055,0.15270809269341346,0.40139984954176144,3.35418644604216,0.6732382784758646,1.156164710204495,0.9430565301273897,0.0,0.0,-0.3927355948805882,-0.019877078435192486,0.9204260437867924,0.0,0.0,0.0,0.674103502186655,0.0,0.8384412754910007
1,2.389773335801631,3.4790922348633346,3.133723175474822,2.0240237304980297,5.326717018019841,2.102020751979837,2.425770137889371,1.9298485173471318,2.5902593788099137,2.1684075452497744,3.197069259492519,1.095179989247212,0.0,2.318100161059391,3.8163178683728223,0.5168432914090404,0.21677520155036634,2.2250441323724406,2.2167942266199985,5.316543533134799,3.8198512659367356,0.0,0.15450036553435087,1.479252806829763,-4.045626792425496,1.6125755501888024,2.6832787301789462,2.531410519822412,1.3372571408255445,4.831061022193553,0.9823256738854433,0.8879911739801838,3.167057711821273
2,1.339148975677148,0.520503618702725,0.5015891121355538,0.02371188755361575,0.0,1.1017497542860377,0.5171191156763766,1.6703759271665588,0.391969804153693,1.2242634827898524,1.0641128860647433,1.727318164280592,1.4893515915522932,0.8613864754715859,0.9647613529904229,1.3141871435287686,0.6492281863347997,1.5144017967614378,1.9893157827355663,0.5510460349322084,1.0053899995026703,1.9372640555450042,1.3606290411218989,0.2618175515343193,-2.8162884086363444,0.17526229519164205,0.4743773616367195,1.9002015682619924,1.263867257816657,0.05217557719679011,1.3162330265591307,1.3505104500332872,0.9517785247471722
3,0.19104400481946682,0.11943757839804503,0.0,0.0,0.0,0.009146049112810917,0.0,0.0,0.31929455845911736,0.0,0.29469713196244807,0.0,0.22575680550921584,0.0,0.013229573180523646,1.7925934548006055,0.15270809269341346,0.40139984954176144,3.35418644604216,0.6732382784758646,1.156164710204495,0.9430565301273897,0.0,0.0,-0.3927355948805882,-0.019877078435192486,0.9204260437867924,0.0,0.0,0.0,0.674103502186655,0.0,0.8384412754910007
4,1.469123123321414,0.7936935302146084,0.24042405915831133,1.214325813778322,0.0,0.0,0.4221681996470352,1.5214982114891804,0.0,0.0,0.9871412436066787,0.13336209613422245,0.0,0.5604125734906342,0.2928013855318552,1.4764783700664126,0.0,0.3348223598511175,0.0,-0.7954305220195208,0.0,0.0,0.2185425960965215,0.0,-2.219181193653043,0.0,0.0,0.8214080874132756,0.05733758115054577,0.0,0.571362778287059,0.8879911739801838,1.07017798364754
5,1.469123123321414,0.7936935302146084,0.24042405915831133,1.214325813778322,0.0,0.0,0.4221681996470352,1.5214982114891804,0.0,0.0,0.9871412436066787,0.13336209613422245,0.0,0.5604125734906342,0.2928013855318552,1.4764783700664126,0.0,0.3348223598511175,0.0,-0.7954305220195208,0.0,0.0,0.2185425960965215,0.0,-2.219181193653043,0.0,0.0,0.8214080874132756,0.05733758115054577,0.0,0.571362778287059,0.8879911739801838,1.07017798364754
6,1.339148975677148,0.520503618702725,0.5015891121355538,0.02371188755361575,0.0,1.1017497542860377,0.5171191156763766,1.6703759271665588,0.391969804153693,1.2242634827898524,1.0641128860647433,1.727318164280592,1.4893515915522932,0.8613864754715859,0.9647613529904229,1.3141871435287686,0.6492281863347997,1.5144017967614378,1.9893157827355663,0.5510460349322084,1.0053899995026703,1.9372640555450042,1.3606290411218989,0.2618175515343193,-2.8162884086363444,0.17526229519164205,0.4743773616367195,1.9002015682619924,1.263867257816657,0.05217557719679011,1.3162330265591307,1.3505104500332872,0.9517785247471722
7,1.9781885349281219,2.5897718846225226,2.209403723271051,2.857453478855324,2.3330375342176195,2.062009912072085,1.7335917210377951,1.7384343114762173,2.324147764875642,1.7487879619342535,2.135401800432261,1.2796796479890118,1.6432139703703237,1.728191313176726,2.1347086111998,1.1730643378438612,1.7034233411628457,1.9833388980607556,0.8519235633134048,0.5510460349322084,3.0157194755270025,1.9372640555450042,0.9763756577488745,2.341602779330702,0.0,1.3406514208650153,2.378087526602581,1.819865883517939,2.0036372785462433,2.1944345697815457,1.8299366460571116,1.473848923647448,2.2848270643855164
8,2.60639691520874,1.566762854280151,1.7894912851507792,1.318504532322984,1.6537329547796487,1.938899635432848,2.322562620466174,2.061711636947095,2.101204154023109,2.14873787728186,2.2839330167380574,1.7938590248104214,1.8278488249519607,2.619074063040342,2.1438250833416905,2.1609239776382143,2.041231733317689,2.168597999808634,3.126708002157728,1.5285839832814576,1.4074558947075364,0.1018040086201768,2.2145254486175077,1.1748939930059021,-0.9898428098638905,1.5737292459996899,2.053688485038892,2.1182555697101373,2.050606803671931,2.1944345697815457,2.035418093856304,2.3372182389465737,2.347823451068848
9,2.60639691520874,1.566762854280151,1.7894912851507792,1.318504532322984,1.6537329547796487,1.938899635432848,2.322562620466174,2.061711636947095,2.101204154023109,2.14873787728186,2.2839330167380574,1.7938590248104214,1.8278488249519607,2.619074063040342,2.1438250833416905,2.1609239776382143,2.041231733317689,2.168597999808634,3.126708002157728,1.5285839832814576,1.4074558947075364,0.1018040086201768,2.2145254486175077,1.1748939930059021,-0.9898428098638905,1.5737292459996899,2.053688485038892,2.1182555697101373,2.050606803671931,2.1944345697815457,2.035418093856304,2.3372182389465737,2.347823451068848
